Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Rhys Hoskins,656555,143,105.0,51.0,54.0,22.0,4.0,23.0,109.0,79.0,3.0,97.0,7.0,0.26,373.0,0.396,0.525,0.922,2.0,1.0,0.333,4.0,2137.0,463.0,196.0,68.0,174.0,0.0,3.0,0.303,0.43,0.31,9.0,0.412,1.102,0.69,0.25,14.0,0.364,0.882,0.518,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,4.0,0.5,2.0,0.667,1.167,0.5,0.0
Roman Quinn,596451,143,30.0,21.0,9.0,2.0,0.0,1.0,26.0,7.0,0.0,9.0,0.0,0.13,69.0,0.211,0.203,0.413,0.0,4.0,1.0,0.0,273.0,77.0,14.0,4.0,28.0,1.0,0.0,0.19,1.5,0.25,4.0,0.333,0.833,0.5,0.143,4.0,0.2,0.486,0.286,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Scott Kingery,664068,143,74.0,47.0,40.0,20.0,2.0,13.0,88.0,21.0,0.0,74.0,4.0,0.273,271.0,0.334,0.506,0.84,2.0,7.0,0.778,1.0,1205.0,296.0,137.0,30.0,102.0,0.0,0.0,0.359,0.77,0.171,6.0,0.216,0.53,0.314,0.215,14.0,0.311,0.711,0.4,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,2.0,0.5,1.0,0.5,1.0,0.5,0.0
Sean Rodriguez,446481,143,37.0,15.0,14.0,3.0,0.0,3.0,21.0,7.0,0.0,16.0,2.0,0.254,63.0,0.342,0.444,0.787,1.0,1.0,0.5,1.0,317.0,76.0,28.0,10.0,28.0,3.0,1.0,0.325,1.0,0.5,5.0,0.5,1.6,1.1,0.294,5.0,0.35,0.997,0.647,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Dickerson,543105,137,42.0,20.0,23.0,10.0,3.0,6.0,26.0,9.0,1.0,37.0,1.0,0.346,107.0,0.402,0.664,1.065,1.0,1.0,0.5,4.0,428.0,117.0,71.0,25.0,43.0,0.0,0.0,0.413,0.83,0.313,5.0,0.353,0.978,0.625,0.419,18.0,0.468,1.212,0.744,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Austin Slater,596103,137,22.0,17.0,7.0,5.0,1.0,3.0,20.0,9.0,0.0,15.0,1.0,0.254,59.0,0.362,0.525,0.888,0.0,0.0,0.0,1.0,296.0,69.0,31.0,13.0,18.0,0.0,0.0,0.333,2.43,0.267,4.0,0.389,0.722,0.333,0.154,6.0,0.298,0.503,0.205,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Belt,474832,137,103.0,60.0,56.0,17.0,2.0,12.0,84.0,61.0,2.0,81.0,3.0,0.235,345.0,0.352,0.4,0.752,2.0,3.0,0.6,5.0,1721.0,412.0,138.0,37.0,141.0,0.0,3.0,0.274,0.49,0.12,3.0,0.214,0.454,0.24,0.23,14.0,0.309,0.653,0.344,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,5.0,0.0,0.0,0.0,0.0,0.0,1.0
Brandon Crawford,543063,137,98.0,97.0,40.0,19.0,1.0,9.0,87.0,35.0,2.0,79.0,2.0,0.232,341.0,0.304,0.372,0.677,2.0,2.0,0.5,8.0,1489.0,381.0,127.0,44.0,147.0,0.0,3.0,0.282,1.2,0.192,5.0,0.3,0.531,0.231,0.259,15.0,0.338,0.786,0.448,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,7.0,0.286,2.0,0.375,0.804,0.429,1.0
Buster Posey,457763,137,77.0,82.0,32.0,20.0,0.0,5.0,48.0,22.0,0.0,70.0,4.0,0.26,269.0,0.324,0.39,0.715,0.0,0.0,0.0,10.0,1140.0,296.0,105.0,29.0,104.0,0.0,1.0,0.3,1.17,0.269,7.0,0.367,0.713,0.346,0.295,18.0,0.358,0.784,0.426,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Solano,456781,137,46.0,23.0,15.0,9.0,0.0,2.0,25.0,8.0,0.0,43.0,0.0,0.333,129.0,0.367,0.45,0.817,1.0,0.0,0.0,2.0,529.0,139.0,58.0,16.0,33.0,0.0,2.0,0.394,0.58,0.348,8.0,0.4,0.835,0.435,0.404,19.0,0.431,1.005,0.574,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Panik,605412,137,97.0,101.0,33.0,16.0,1.0,3.0,38.0,34.0,2.0,77.0,3.0,0.231,333.0,0.305,0.312,0.617,2.0,4.0,0.667,5.0,1421.0,375.0,104.0,27.0,131.0,1.0,4.0,0.25,0.83,0.2,3.0,0.2,0.467,0.267,0.263,10.0,0.3,0.616,0.316,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,5.0,0.4,2.0,0.4,1.0,0.6,1.0
Kevin Pillar,607680,137,107.0,114.0,51.0,25.0,1.0,12.0,64.0,12.0,3.0,97.0,5.0,0.239,406.0,0.266,0.394,0.66,3.0,8.0,0.727,12.0,1384.0,428.0,160.0,55.0,174.0,0.0,5.0,0.254,0.84,0.167,5.0,0.167,0.434,0.267,0.2,13.0,0.221,0.513,0.292,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Yastrzemski,573262,137,55.0,38.0,33.0,11.0,2.0,9.0,52.0,13.0,1.0,51.0,1.0,0.274,186.0,0.32,0.5,0.82,2.0,1.0,0.333,3.0,799.0,204.0,93.0,31.0,82.0,1.0,3.0,0.328,0.78,0.375,9.0,0.429,0.929,0.5,0.379,22.0,0.413,1.137,0.724,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pablo Sandoval,467055,137,98.0,71.0,39.0,20.0,0.0,13.0,60.0,16.0,2.0,64.0,1.0,0.264,242.0,0.309,0.508,0.817,0.0,1.0,1.0,7.0,1021.0,264.0,123.0,38.0,108.0,2.0,3.0,0.297,1.37,0.273,6.0,0.333,0.969,0.636,0.232,13.0,0.283,0.676,0.393,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,9.0,0.333,3.0,0.333,0.777,0.444,1.0
Stephen Vogt,519390,137,58.0,18.0,19.0,17.0,2.0,5.0,39.0,16.0,0.0,38.0,1.0,0.281,135.0,0.357,0.548,0.905,1.0,0.0,0.0,0.0,625.0,154.0,74.0,20.0,56.0,0.0,2.0,0.355,0.43,0.429,6.0,0.5,1.357,0.857,0.375,12.0,0.474,1.318,0.844,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tyler Austin,592122,137,71.0,26.0,25.0,3.0,1.0,8.0,60.0,18.0,0.0,25.0,0.0,0.188,133.0,0.285,0.406,0.691,0.0,1.0,1.0,1.0,667.0,151.0,54.0,20.0,52.0,0.0,0.0,0.262,1.18,0.167,2.0,0.231,0.398,0.167,0.167,4.0,0.286,0.619,0.333,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Green,608339,137,6.0,5.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.154,13.0,0.267,0.231,0.497,0.0,0.0,0.0,2.0,64.0,15.0,3.0,1.0,6.0,0.0,0.0,0.286,0.0,0.154,2.0,0.267,0.498,0.231,0.154,2.0,0.267,0.498,0.231,0.229,4.01,0.68,8.03,2.6,24.2,16.91,4.46,0.5,0.65,6.0,10.95,1.82,1.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Anderson,605119,146,104.0,110.0,43.0,24.0,1.0,15.0,91.0,36.0,1.0,93.0,9.0,0.245,379.0,0.324,0.433,0.757,1.0,5.0,0.833,14.0,1559.0,426.0,164.0,48.0,145.0,0.0,2.0,0.284,1.26,0.296,8.0,0.345,0.938,0.593,0.23,14.0,0.266,0.741,0.475,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Holaday,592407,146,21.0,19.0,7.0,2.0,0.0,2.0,9.0,7.0,1.0,18.0,1.0,0.29,62.0,0.371,0.419,0.791,1.0,0.0,0.0,4.0,282.0,71.0,26.0,7.0,25.0,1.0,0.0,0.314,1.12,0.261,6.0,0.32,0.624,0.304,0.304,14.0,0.373,0.764,0.391,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesar Puello,527049,146,40.0,42.0,13.0,5.0,0.0,4.0,33.0,9.0,1.0,30.0,9.0,0.256,117.0,0.356,0.402,0.757,0.0,0.0,0.0,2.0,531.0,136.0,47.0,17.0,44.0,1.0,0.0,0.325,3.23,0.167,3.0,0.167,0.556,0.389,0.195,8.0,0.25,0.543,0.293,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Granderson,434158,146,91.0,53.0,34.0,16.0,1.0,9.0,77.0,28.0,1.0,46.0,3.0,0.185,249.0,0.273,0.365,0.639,3.0,0.0,0.0,3.0,1205.0,282.0,91.0,28.0,86.0,0.0,2.0,0.224,0.71,0.222,4.0,0.3,0.8,0.5,0.162,6.0,0.279,0.684,0.405,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,4.0,0.0,0.0,0.2,0.2,0.0,1.0
Garrett Cooper,643265,146,68.0,75.0,41.0,9.0,1.0,11.0,73.0,23.0,0.0,73.0,4.0,0.294,248.0,0.362,0.472,0.834,0.0,0.0,0.0,7.0,1131.0,276.0,117.0,38.0,81.0,0.0,1.0,0.376,2.68,0.16,4.0,0.16,0.36,0.2,0.255,14.0,0.317,0.735,0.418,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Harold Ramirez,623912,146,65.0,85.0,35.0,12.0,0.0,6.0,49.0,9.0,0.0,65.0,4.0,0.272,239.0,0.308,0.397,0.706,0.0,2.0,1.0,5.0,948.0,253.0,95.0,31.0,93.0,0.0,1.0,0.319,2.07,0.208,5.0,0.231,0.689,0.458,0.216,11.0,0.241,0.692,0.451,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Alfaro,595751,146,83.0,72.0,27.0,9.0,1.0,11.0,101.0,9.0,0.0,74.0,7.0,0.264,280.0,0.302,0.421,0.723,3.0,2.0,0.4,5.0,1097.0,298.0,118.0,35.0,129.0,0.0,2.0,0.371,2.06,0.167,4.0,0.16,0.452,0.292,0.217,10.0,0.224,0.572,0.348,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Prado,445988,146,57.0,61.0,17.0,8.0,0.0,1.0,27.0,6.0,0.0,41.0,0.0,0.24,171.0,0.263,0.304,0.567,0.0,0.0,0.0,5.0,705.0,179.0,52.0,13.0,48.0,0.0,2.0,0.276,1.39,0.278,5.0,0.278,0.611,0.333,0.279,12.0,0.295,0.644,0.349,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Rojas,500743,146,101.0,101.0,41.0,21.0,0.0,4.0,51.0,28.0,2.0,104.0,4.0,0.289,360.0,0.343,0.381,0.723,4.0,6.0,0.6,11.0,1424.0,397.0,137.0,33.0,133.0,0.0,5.0,0.323,0.93,0.4,10.0,0.423,1.183,0.76,0.255,14.0,0.288,0.706,0.418,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil Walker,435522,146,78.0,53.0,22.0,13.0,0.0,5.0,56.0,28.0,0.0,58.0,1.0,0.257,226.0,0.34,0.381,0.72,0.0,2.0,1.0,6.0,1008.0,256.0,86.0,21.0,109.0,0.0,1.0,0.319,0.88,0.105,2.0,0.28,0.438,0.158,0.214,9.0,0.32,0.606,0.286,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Starlin Castro,516770,146,105.0,130.0,30.0,14.0,3.0,8.0,75.0,17.0,1.0,104.0,1.0,0.25,416.0,0.277,0.356,0.633,1.0,2.0,0.667,15.0,1666.0,440.0,148.0,43.0,174.0,0.0,6.0,0.283,1.15,0.32,8.0,0.357,0.757,0.4,0.263,15.0,0.295,0.734,0.439,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,4.0,0.5,2.0,0.6,1.1,0.5,0.0
Yadiel Rivera,592680,146,31.0,19.0,7.0,2.0,0.0,0.0,20.0,6.0,0.0,10.0,0.0,0.172,58.0,0.25,0.207,0.457,0.0,2.0,1.0,1.0,260.0,64.0,12.0,3.0,23.0,0.0,0.0,0.263,2.11,0.071,1.0,0.071,0.142,0.071,0.2,6.0,0.294,0.527,0.233,0.264,3.3,0.96,9.6,1.2,30.0,16.93,4.5,1.0,0.68,2.5,7.5,3.0,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byron Buxton,621439,142,80.0,45.0,48.0,28.0,4.0,10.0,65.0,19.0,1.0,68.0,2.0,0.26,262.0,0.313,0.511,0.825,3.0,13.0,0.813,3.0,1000.0,286.0,134.0,44.0,126.0,2.0,1.0,0.309,0.52,0.32,8.0,0.308,0.908,0.6,0.236,13.0,0.271,0.726,0.455,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Rosario,592696,142,88.0,92.0,57.0,15.0,1.0,22.0,50.0,15.0,1.0,100.0,0.0,0.279,358.0,0.307,0.511,0.818,1.0,3.0,0.75,9.0,1309.0,375.0,183.0,68.0,155.0,0.0,2.0,0.271,0.78,0.25,8.0,0.25,0.625,0.375,0.333,19.0,0.345,0.819,0.474,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ehire Adrianza,501303,142,56.0,39.0,28.0,4.0,2.0,4.0,24.0,17.0,1.0,39.0,5.0,0.285,137.0,0.379,0.431,0.81,1.0,0.0,0.0,2.0,607.0,164.0,59.0,17.0,61.0,1.0,2.0,0.315,1.03,0.286,4.0,0.375,0.946,0.571,0.278,10.0,0.381,0.825,0.444,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jason Castro,488771,142,52.0,30.0,31.0,8.0,0.0,10.0,49.0,19.0,0.0,40.0,2.0,0.252,159.0,0.337,0.491,0.828,0.0,0.0,0.0,0.0,734.0,182.0,78.0,25.0,80.0,1.0,1.0,0.297,0.71,0.211,4.0,0.375,0.586,0.211,0.283,13.0,0.346,0.803,0.457,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jonathan Schoop,570731,142,86.0,81.0,47.0,19.0,0.0,16.0,86.0,14.0,1.0,82.0,9.0,0.255,322.0,0.303,0.463,0.766,1.0,1.0,0.5,9.0,1232.0,346.0,149.0,43.0,170.0,0.0,1.0,0.299,1.09,0.217,5.0,0.24,0.631,0.391,0.273,15.0,0.317,0.808,0.491,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Polanco,593871,142,101.0,73.0,66.0,29.0,5.0,16.0,72.0,39.0,2.0,128.0,3.0,0.303,423.0,0.362,0.508,0.87,3.0,4.0,0.571,8.0,1877.0,471.0,215.0,52.0,142.0,1.0,5.0,0.329,0.47,0.233,7.0,0.294,0.794,0.5,0.254,16.0,0.324,0.8,0.476,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Luis Arraez,650333,142,42.0,39.0,24.0,8.0,0.0,2.0,13.0,18.0,0.0,50.0,1.0,0.357,140.0,0.431,0.457,0.888,1.0,1.0,0.5,1.0,665.0,160.0,64.0,8.0,39.0,0.0,1.0,0.381,1.0,0.259,7.0,0.355,0.651,0.296,0.308,16.0,0.41,0.775,0.365,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marwin Gonzalez,503556,142,85.0,80.0,37.0,13.0,0.0,12.0,78.0,27.0,1.0,79.0,6.0,0.252,314.0,0.322,0.408,0.729,0.0,1.0,1.0,6.0,1380.0,348.0,128.0,35.0,121.0,0.0,1.0,0.298,1.03,0.16,4.0,0.3,0.58,0.28,0.246,14.0,0.323,0.691,0.368,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Max Kepler,596146,142,98.0,92.0,68.0,24.0,0.0,28.0,70.0,40.0,0.0,103.0,4.0,0.262,393.0,0.333,0.537,0.87,5.0,1.0,0.167,4.0,1575.0,441.0,211.0,72.0,130.0,0.0,4.0,0.251,0.7,0.222,6.0,0.323,0.916,0.593,0.25,15.0,0.318,0.868,0.55,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Miguel Sano,593934,142,57.0,36.0,39.0,12.0,1.0,18.0,85.0,29.0,0.0,51.0,0.0,0.25,204.0,0.342,0.583,0.925,1.0,0.0,0.0,0.0,1036.0,234.0,119.0,38.0,99.0,0.0,1.0,0.324,1.09,0.4,10.0,0.483,1.403,0.92,0.288,15.0,0.403,1.018,0.615,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Garver,641598,142,58.0,38.0,42.0,8.0,1.0,19.0,58.0,23.0,0.0,55.0,4.0,0.279,197.0,0.364,0.619,0.984,0.0,0.0,0.0,5.0,924.0,225.0,122.0,42.0,75.0,0.0,1.0,0.298,0.81,0.15,3.0,0.25,0.7,0.45,0.239,11.0,0.333,0.963,0.63,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Cruz,443558,142,78.0,58.0,51.0,17.0,0.0,26.0,93.0,38.0,2.0,84.0,6.0,0.284,296.0,0.375,0.605,0.98,1.0,0.0,0.0,8.0,1418.0,342.0,179.0,62.0,124.0,0.0,1.0,0.326,0.94,0.414,12.0,0.485,1.657,1.172,0.305,18.0,0.406,1.186,0.78,0.274,6.28,1.07,10.05,2.23,28.2,17.2,6.38,0.75,0.65,1.54,6.28,4.08,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Benintendi,643217,111,93.0,73.0,56.0,28.0,4.0,11.0,101.0,44.0,1.0,109.0,4.0,0.285,383.0,0.362,0.465,0.827,2.0,9.0,0.818,2.0,1721.0,436.0,178.0,54.0,148.0,2.0,3.0,0.358,0.7,0.5,15.0,0.531,1.431,0.9,0.371,23.0,0.443,1.12,0.677,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,5.0,0.0,0.0,0.286,0.286,0.0,1.0
Brock Holt,571788,111,47.0,36.0,24.0,8.0,1.0,1.0,29.0,12.0,0.0,44.0,3.0,0.324,136.0,0.381,0.419,0.8,0.0,1.0,1.0,2.0,651.0,155.0,57.0,20.0,56.0,0.0,4.0,0.391,1.16,0.143,2.0,0.316,0.459,0.143,0.378,14.0,0.432,0.918,0.486,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Christian Vazquez,543877,111,91.0,76.0,45.0,15.0,1.0,16.0,63.0,20.0,3.0,89.0,0.0,0.282,316.0,0.322,0.487,0.809,2.0,2.0,0.5,11.0,1280.0,340.0,154.0,47.0,148.0,1.0,3.0,0.304,0.83,0.208,5.0,0.24,0.657,0.417,0.204,11.0,0.283,0.579,0.296,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J.D. Martinez,502110,111,97.0,91.0,62.0,23.0,2.0,22.0,90.0,43.0,5.0,115.0,2.0,0.293,393.0,0.364,0.529,0.893,0.0,1.0,1.0,13.0,1618.0,441.0,208.0,61.0,170.0,0.0,2.0,0.329,0.92,0.367,11.0,0.406,1.106,0.7,0.27,17.0,0.343,0.851,0.508,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,5.0,0.4,2.0,0.4,0.8,0.4,0.0
Jackie Bradley Jr.,598265,111,98.0,93.0,44.0,21.0,2.0,11.0,102.0,40.0,3.0,78.0,8.0,0.229,341.0,0.323,0.399,0.722,2.0,7.0,0.778,5.0,1507.0,393.0,136.0,41.0,147.0,3.0,1.0,0.293,1.29,0.24,6.0,0.296,0.696,0.4,0.211,12.0,0.274,0.695,0.421,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,3.0,0.333,1.0,0.333,1.0,0.667,1.0
Michael Chavis,656308,111,83.0,63.0,44.0,10.0,1.0,16.0,114.0,29.0,2.0,81.0,4.0,0.26,311.0,0.331,0.453,0.785,1.0,2.0,0.667,11.0,1345.0,344.0,141.0,55.0,147.0,0.0,0.0,0.359,1.19,0.3,6.0,0.3,0.7,0.4,0.222,10.0,0.3,0.633,0.333,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Moreland,519048,111,52.0,51.0,27.0,10.0,0.0,13.0,40.0,22.0,0.0,38.0,0.0,0.23,165.0,0.317,0.527,0.845,0.0,1.0,1.0,9.0,764.0,189.0,87.0,38.0,95.0,0.0,2.0,0.219,1.34,0.19,4.0,0.227,0.465,0.238,0.217,10.0,0.308,0.678,0.37,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,2.0,0.0,0.0,0.333,0.333,0.0,1.0
Mookie Betts,605141,111,106.0,88.0,98.0,27.0,4.0,18.0,72.0,77.0,6.0,119.0,2.0,0.284,419.0,0.393,0.496,0.889,2.0,12.0,0.857,9.0,2101.0,504.0,208.0,56.0,141.0,0.0,6.0,0.301,0.6,0.31,9.0,0.353,1.077,0.724,0.339,21.0,0.403,1.064,0.661,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,6.0,0.333,2.0,0.429,1.096,0.667,0.0
Rafael Devers,646240,111,105.0,112.0,88.0,37.0,3.0,21.0,72.0,34.0,5.0,141.0,2.0,0.332,425.0,0.383,0.581,0.964,6.0,8.0,0.571,5.0,1683.0,463.0,247.0,82.0,168.0,1.0,1.0,0.36,1.1,0.455,15.0,0.486,1.244,0.758,0.368,25.0,0.403,1.138,0.735,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,2.0,0.0,0.0,0.333,0.333,0.0,1.0
Sam Travis,607752,111,22.0,15.0,5.0,3.0,0.0,2.0,14.0,2.0,0.0,15.0,0.0,0.268,56.0,0.293,0.429,0.722,0.0,1.0,1.0,2.0,225.0,58.0,24.0,7.0,23.0,0.0,0.0,0.325,1.25,0.438,7.0,0.471,1.221,0.75,0.324,11.0,0.361,0.949,0.588,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandy Leon,506702,111,44.0,27.0,10.0,2.0,0.0,4.0,31.0,10.0,0.0,24.0,1.0,0.203,118.0,0.269,0.322,0.591,0.0,0.0,0.0,0.0,541.0,133.0,38.0,15.0,64.0,3.0,1.0,0.238,0.68,0.25,5.0,0.286,0.836,0.55,0.214,9.0,0.25,0.607,0.357,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
