Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBatsPerHomeRun_h2h,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Kyle Schwarber,656941,112,103.0,85.0,54.0,16.0,1.0,24.0,108.0,48.0,4.0,80.0,2.0,0.222,360.0,0.313,0.472,0.785,2.0,1.0,0.333,4.0,1692.0,415.0,170.0,54.0,126.0,0.0,5.0,0.24,0.92,15.0,10.0,0.15,3.0,0.261,0.711,0.45,9.2,0.174,8.0,0.224,0.746,0.522,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,12.0,12.0,0.083,1.0,0.313,0.646,0.333,0.0,False
Nicholas Castellanos,592206,112,101.0,93.0,57.0,37.0,3.0,11.0,97.0,32.0,1.0,111.0,3.0,0.273,406.0,0.33,0.461,0.79,1.0,2.0,0.667,7.0,1668.0,443.0,187.0,37.0,141.0,0.0,2.0,0.333,0.87,36.91,0.0,0.111,3.0,0.143,0.291,0.148,29.5,0.237,14.0,0.274,0.715,0.441,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,0.0,4.0,0.25,1.0,0.5,0.75,0.25,1.0,True
Tony Kemp,643393,112,67.0,53.0,23.0,6.0,2.0,7.0,29.0,16.0,1.0,37.0,4.0,0.223,166.0,0.303,0.41,0.713,3.0,4.0,0.571,2.0,676.0,189.0,68.0,17.0,68.0,1.0,2.0,0.227,1.06,23.71,19.0,0.158,3.0,0.158,0.474,0.316,14.5,0.207,6.0,0.303,0.717,0.414,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Victor Caratini,605170,112,48.0,35.0,16.0,7.0,0.0,5.0,30.0,16.0,0.0,31.0,1.0,0.267,116.0,0.358,0.457,0.815,0.0,0.0,0.0,3.0,540.0,134.0,53.0,21.0,63.0,0.0,1.0,0.317,1.67,23.2,11.0,0.273,3.0,0.429,0.974,0.545,32.0,0.188,6.0,0.325,0.606,0.281,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Willson Contreras,575929,112,85.0,75.0,44.0,15.0,1.0,19.0,83.0,34.0,2.0,80.0,9.0,0.279,287.0,0.37,0.537,0.907,2.0,1.0,0.333,3.0,1285.0,332.0,154.0,56.0,105.0,0.0,2.0,0.326,1.47,15.1,0.0,0.2,5.0,0.231,0.471,0.24,28.0,0.214,12.0,0.29,0.665,0.375,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,14.0,14.0,0.214,3.0,0.267,0.696,0.429,1.0,False
Adam Duvall,594807,144,6.0,3.0,7.0,1.0,0.0,5.0,7.0,0.0,0.0,12.0,0.0,0.48,25.0,0.462,1.12,1.582,0.0,0.0,0.0,0.0,109.0,26.0,28.0,7.0,9.0,0.0,1.0,0.5,0.75,5.0,5.0,0.48,12.0,0.462,1.582,1.12,5.0,0.48,12.0,0.462,1.582,1.12,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Austin Riley,663586,144,64.0,29.0,37.0,8.0,1.0,16.0,88.0,13.0,3.0,55.0,5.0,0.24,229.0,0.294,0.493,0.788,2.0,0.0,0.0,4.0,931.0,248.0,113.0,44.0,107.0,0.0,1.0,0.31,0.5,14.31,0.0,0.067,1.0,0.125,0.192,0.067,0.0,0.167,7.0,0.217,0.407,0.19,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Brian McCann,435263,144,62.0,59.0,23.0,8.0,0.0,10.0,42.0,21.0,1.0,57.0,1.0,0.278,205.0,0.339,0.463,0.802,0.0,0.0,0.0,6.0,944.0,233.0,95.0,36.0,79.0,0.0,6.0,0.296,1.11,20.5,13.0,0.346,9.0,0.37,0.947,0.577,28.0,0.304,17.0,0.339,0.803,0.464,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,2.0,0.5,1.0,0.667,1.167,0.5,1.0,True
Charlie Culberson,518586,144,79.0,15.0,10.0,3.0,2.0,4.0,20.0,5.0,0.0,26.0,0.0,0.333,78.0,0.369,0.577,0.946,1.0,0.0,0.0,3.0,324.0,84.0,45.0,16.0,48.0,0.0,1.0,0.4,0.83,19.5,8.0,0.625,5.0,0.625,1.625,1.0,15.0,0.4,6.0,0.4,1.0,0.6,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Ender Inciarte,542255,144,52.0,54.0,22.0,7.0,2.0,4.0,31.0,17.0,2.0,36.0,3.0,0.229,157.0,0.315,0.376,0.69,1.0,6.0,0.857,0.0,674.0,178.0,59.0,17.0,69.0,0.0,1.0,0.26,1.46,39.25,12.5,0.36,9.0,0.429,1.189,0.76,20.5,0.268,11.0,0.362,0.874,0.512,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,12.0,12.0,0.333,4.0,0.308,0.975,0.667,1.0,False
Freddie Freeman,518692,144,109.0,96.0,83.0,27.0,2.0,26.0,90.0,61.0,6.0,129.0,4.0,0.305,423.0,0.397,0.563,0.959,3.0,5.0,0.625,9.0,1931.0,489.0,238.0,85.0,146.0,0.0,1.0,0.334,0.88,16.27,20.0,0.35,7.0,0.533,1.083,0.55,52.0,0.327,17.0,0.455,0.878,0.423,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,6.5,13.0,0.308,4.0,0.4,1.246,0.846,1.0,True
Johan Camargo,622666,144,79.0,62.0,24.0,10.0,1.0,4.0,34.0,10.0,2.0,43.0,0.0,0.226,190.0,0.265,0.353,0.618,0.0,1.0,1.0,3.0,714.0,200.0,67.0,23.0,76.0,0.0,0.0,0.257,1.22,47.5,27.0,0.148,4.0,0.233,0.492,0.259,42.0,0.19,8.0,0.244,0.53,0.286,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Josh Donaldson,518626,144,106.0,86.0,62.0,25.0,0.0,25.0,112.0,60.0,1.0,97.0,7.0,0.256,379.0,0.367,0.52,0.887,2.0,3.0,0.6,10.0,1845.0,447.0,197.0,66.0,154.0,0.0,1.0,0.296,1.01,15.16,15.5,0.226,7.0,0.25,0.766,0.516,14.25,0.263,15.0,0.373,0.917,0.544,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,5.0,0.2,1.0,0.2,0.6,0.4,0.0,True
Matt Joyce,459964,144,81.0,18.0,13.0,7.0,0.0,3.0,20.0,16.0,0.0,24.0,0.0,0.27,89.0,0.381,0.449,0.83,0.0,0.0,0.0,1.0,431.0,105.0,40.0,10.0,40.0,0.0,0.0,0.318,0.67,29.67,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.083,1.0,0.313,0.396,0.083,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,5.0,0.0,0.0,0.167,0.167,0.0,1.0,False
Ozzie Albies,645277,144,109.0,99.0,66.0,29.0,4.0,15.0,80.0,36.0,4.0,124.0,3.0,0.288,431.0,0.345,0.478,0.823,2.0,8.0,0.8,2.0,1670.0,472.0,206.0,58.0,148.0,0.0,2.0,0.322,0.76,28.73,30.0,0.333,10.0,0.394,0.994,0.6,62.0,0.258,16.0,0.313,0.765,0.452,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,3.0,0.667,2.0,0.667,1.334,0.667,1.0,True
Ronald Acuna Jr.,660670,144,109.0,86.0,85.0,15.0,1.0,25.0,121.0,51.0,2.0,128.0,8.0,0.29,442.0,0.373,0.498,0.871,6.0,25.0,0.806,7.0,2148.0,504.0,220.0,65.0,149.0,0.0,0.0,0.348,0.8,17.68,31.0,0.258,8.0,0.324,0.743,0.419,31.5,0.286,18.0,0.375,0.804,0.429,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,3.0,0.333,1.0,0.333,1.0,0.667,0.0,True
Tyler Flowers,452095,144,56.0,38.0,23.0,8.0,2.0,8.0,73.0,19.0,3.0,43.0,3.0,0.235,183.0,0.316,0.432,0.747,0.0,0.0,0.0,5.0,825.0,206.0,79.0,20.0,78.0,0.0,1.0,0.34,1.27,22.88,22.0,0.182,4.0,0.25,0.659,0.409,25.0,0.16,8.0,0.236,0.596,0.36,0.241,3.25,0.92,8.46,1.65,27.2,16.45,3.64,0.8,0.63,4.43,10.08,2.28,1.19,0.33,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False
Aristides Aquino,606157,113,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Derek Dietrich,518618,113,96.0,50.0,40.0,7.0,2.0,19.0,66.0,24.0,2.0,46.0,22.0,0.209,220.0,0.345,0.518,0.863,1.0,1.0,0.5,2.0,1034.0,268.0,114.0,43.0,73.0,0.0,1.0,0.199,0.85,11.58,0.0,0.0,0.0,0.2,0.2,0.0,25.0,0.12,3.0,0.313,0.633,0.32,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,
Eugenio Suarez,553993,113,107.0,84.0,57.0,17.0,1.0,29.0,121.0,42.0,2.0,100.0,6.0,0.256,391.0,0.333,0.527,0.859,2.0,2.0,0.5,9.0,1848.0,445.0,206.0,71.0,155.0,0.0,6.0,0.287,0.91,13.48,13.0,0.231,6.0,0.259,0.721,0.462,8.17,0.327,16.0,0.393,1.107,0.714,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Jesse Winker,608385,113,100.0,101.0,47.0,15.0,2.0,15.0,55.0,32.0,2.0,82.0,8.0,0.267,307.0,0.352,0.476,0.827,1.0,0.0,0.0,10.0,1387.0,347.0,146.0,35.0,114.0,0.0,0.0,0.283,1.46,20.47,20.0,0.4,8.0,0.478,1.078,0.6,21.5,0.372,16.0,0.471,1.052,0.581,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Joey Votto,458015,113,101.0,84.0,54.0,22.0,1.0,10.0,88.0,47.0,2.0,100.0,3.0,0.262,381.0,0.347,0.404,0.751,0.0,2.0,1.0,10.0,1739.0,432.0,154.0,33.0,131.0,0.0,1.0,0.317,0.76,38.1,26.0,0.269,7.0,0.345,0.768,0.423,31.0,0.274,17.0,0.328,0.747,0.419,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,3.0,0.333,1.0,0.5,1.167,0.667,1.0,True
Jose Iglesias,578428,113,100.0,111.0,40.0,13.0,2.0,7.0,50.0,15.0,3.0,94.0,2.0,0.278,338.0,0.312,0.391,0.702,4.0,4.0,0.5,11.0,1289.0,356.0,132.0,40.0,131.0,0.0,1.0,0.309,1.32,48.29,9.5,0.211,4.0,0.318,0.844,0.526,23.5,0.255,12.0,0.3,0.704,0.404,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,2.0,0.5,1.0,0.5,1.0,0.5,0.0,True
Jose Peraza,606299,113,98.0,62.0,28.0,10.0,2.0,6.0,43.0,11.0,0.0,63.0,7.0,0.239,264.0,0.285,0.36,0.645,4.0,5.0,0.556,8.0,960.0,284.0,95.0,30.0,96.0,0.0,2.0,0.263,0.63,44.0,0.0,0.143,1.0,0.25,0.393,0.143,0.0,0.258,8.0,0.281,0.604,0.323,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,3.0,0.667,2.0,0.667,1.334,0.667,0.0,True
Josh VanMeter,642165,113,43.0,13.0,14.0,5.0,0.0,4.0,19.0,12.0,0.0,24.0,2.0,0.312,77.0,0.418,0.532,0.95,2.0,2.0,0.5,2.0,381.0,91.0,41.0,10.0,44.0,0.0,0.0,0.37,0.62,19.25,7.0,0.524,11.0,0.6,1.648,1.048,9.0,0.417,15.0,0.5,1.333,0.833,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,
Kyle Farmer,571657,113,69.0,26.0,16.0,4.0,0.0,6.0,42.0,5.0,1.0,28.0,2.0,0.235,119.0,0.276,0.42,0.696,1.0,4.0,0.8,1.0,546.0,127.0,50.0,22.0,55.0,0.0,1.0,0.306,1.08,19.83,0.0,0.222,4.0,0.222,0.5,0.278,0.0,0.2,6.0,0.2,0.433,0.233,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Nick Senzel,669222,113,71.0,62.0,40.0,18.0,4.0,8.0,66.0,24.0,0.0,75.0,1.0,0.283,265.0,0.344,0.472,0.815,4.0,9.0,0.692,4.0,1151.0,294.0,125.0,30.0,75.0,0.0,1.0,0.349,0.98,33.12,0.0,0.364,8.0,0.391,0.891,0.5,0.0,0.388,19.0,0.444,1.015,0.571,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Phillip Ervin,640447,113,44.0,15.0,15.0,4.0,5.0,2.0,27.0,8.0,0.0,31.0,2.0,0.356,87.0,0.423,0.586,1.009,2.0,3.0,0.6,1.0,440.0,97.0,51.0,13.0,31.0,0.0,0.0,0.5,1.07,43.5,0.0,0.4,4.0,0.4,0.9,0.5,28.0,0.357,10.0,0.438,1.009,0.571,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,3.0,0.667,2.0,0.667,1.334,0.667,0.0,True
Tucker Barnhart,571466,113,65.0,47.0,19.0,6.0,0.0,5.0,56.0,24.0,4.0,37.0,1.0,0.209,177.0,0.305,0.328,0.633,0.0,0.0,0.0,2.0,802.0,204.0,58.0,21.0,65.0,1.0,1.0,0.274,1.21,35.4,0.0,0.273,6.0,0.36,0.678,0.318,0.0,0.25,10.0,0.362,0.662,0.3,0.308,4.44,1.75,11.28,1.38,26.1,15.95,4.83,0.667,0.66,4.0,9.57,2.39,1.52,0.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
A.J. Pollock,572041,119,45.0,50.0,28.0,5.0,1.0,7.0,39.0,13.0,1.0,42.0,3.0,0.251,167.0,0.312,0.419,0.731,1.0,2.0,0.667,4.0,693.0,186.0,70.0,27.0,94.0,0.0,3.0,0.282,1.28,23.86,28.0,0.179,5.0,0.233,0.554,0.321,14.0,0.286,16.0,0.339,0.875,0.536,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,16.0,16.0,0.25,4.0,0.333,0.771,0.438,1.0,True
Alex Verdugo,657077,119,103.0,108.0,42.0,21.0,2.0,12.0,46.0,26.0,1.0,98.0,2.0,0.295,332.0,0.344,0.479,0.823,1.0,4.0,0.8,8.0,1418.0,366.0,159.0,44.0,137.0,0.0,6.0,0.307,1.26,27.67,0.0,0.286,6.0,0.318,0.651,0.333,27.0,0.241,13.0,0.305,0.675,0.37,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,0.0,7.0,0.571,4.0,0.571,1.142,0.571,0.0,False
Cody Bellinger,641355,119,106.0,63.0,88.0,23.0,2.0,35.0,72.0,68.0,14.0,126.0,3.0,0.331,381.0,0.432,0.677,1.109,5.0,9.0,0.643,5.0,1842.0,457.0,258.0,83.0,158.0,0.0,4.0,0.327,0.5,10.89,24.0,0.333,8.0,0.448,1.031,0.583,13.25,0.302,16.0,0.431,1.035,0.604,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,7.0,7.0,0.286,2.0,0.375,1.232,0.857,0.0,True
Corey Seager,608369,119,85.0,69.0,50.0,25.0,0.0,9.0,66.0,35.0,2.0,83.0,3.0,0.274,303.0,0.352,0.446,0.797,0.0,1.0,1.0,4.0,1270.0,344.0,135.0,46.0,152.0,0.0,3.0,0.32,0.78,33.67,25.0,0.24,6.0,0.296,0.736,0.44,51.0,0.294,15.0,0.351,0.763,0.412,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,0.0,3.0,0.333,1.0,0.333,0.666,0.333,0.0,True
Joc Pederson,592626,119,99.0,78.0,56.0,8.0,3.0,23.0,78.0,35.0,1.0,73.0,9.0,0.232,314.0,0.326,0.497,0.823,0.0,1.0,1.0,3.0,1441.0,359.0,156.0,50.0,115.0,0.0,1.0,0.234,0.91,13.65,0.0,0.143,3.0,0.308,0.451,0.143,17.67,0.208,11.0,0.288,0.684,0.396,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Justin Turner,457759,119,101.0,71.0,63.0,20.0,0.0,16.0,67.0,38.0,0.0,102.0,12.0,0.284,359.0,0.368,0.474,0.842,0.0,1.0,1.0,9.0,1631.0,413.0,170.0,46.0,137.0,0.0,4.0,0.307,0.58,22.44,12.0,0.125,3.0,0.192,0.609,0.417,10.0,0.22,11.0,0.339,0.899,0.56,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,14.0,14.0,0.143,2.0,0.2,0.629,0.429,1.0,False
Kristopher Negron,502117,119,13.0,5.0,6.0,0.0,0.0,2.0,12.0,3.0,0.0,9.0,0.0,0.265,34.0,0.324,0.441,0.766,0.0,1.0,1.0,1.0,149.0,37.0,15.0,4.0,11.0,0.0,0.0,0.35,0.63,17.0,10.0,0.25,5.0,0.318,0.868,0.55,17.0,0.265,9.0,0.324,0.765,0.441,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,0.0,4.0,0.25,1.0,0.25,0.5,0.25,1.0,True
Matt Beaty,607461,119,51.0,45.0,19.0,13.0,0.0,5.0,20.0,5.0,0.0,40.0,0.0,0.292,137.0,0.317,0.496,0.813,0.0,1.0,1.0,2.0,514.0,142.0,68.0,26.0,52.0,0.0,0.0,0.313,1.41,27.4,0.0,0.25,4.0,0.25,0.688,0.438,11.0,0.333,11.0,0.371,1.159,0.788,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,0.0,2.0,0.5,1.0,0.5,1.0,0.5,0.0,True
Max Muncy,571970,119,106.0,84.0,71.0,14.0,1.0,26.0,107.0,63.0,1.0,94.0,2.0,0.258,365.0,0.366,0.515,0.881,1.0,3.0,0.75,5.0,1885.0,434.0,188.0,70.0,178.0,0.0,4.0,0.288,1.0,14.04,0.0,0.125,3.0,0.3,0.425,0.125,17.0,0.196,10.0,0.373,0.765,0.392,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,9.0,9.0,0.333,3.0,0.4,1.067,0.667,0.0,False
Russell Martin,431145,119,58.0,46.0,22.0,3.0,0.0,3.0,39.0,23.0,3.0,32.0,7.0,0.218,147.0,0.346,0.299,0.646,0.0,0.0,0.0,1.0,748.0,179.0,44.0,10.0,70.0,0.0,2.0,0.271,1.44,49.0,14.0,0.214,3.0,0.313,0.742,0.429,32.0,0.125,4.0,0.317,0.536,0.219,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Tyler White,643603,119,76.0,51.0,17.0,14.0,0.0,3.0,75.0,35.0,0.0,50.0,0.0,0.222,225.0,0.323,0.324,0.648,0.0,0.0,0.0,7.0,1178.0,263.0,73.0,23.0,109.0,0.0,3.0,0.313,0.98,75.0,0.0,0.143,2.0,0.333,0.476,0.143,0.0,0.267,12.0,0.327,0.638,0.311,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,0.0,2.0,0.0,0.0,0.333,0.333,0.0,1.0,False
Will Smith,669257,119,14.0,6.0,8.0,5.0,0.0,6.0,15.0,3.0,1.0,15.0,1.0,0.349,43.0,0.396,0.884,1.28,0.0,1.0,1.0,1.0,203.0,48.0,38.0,19.0,11.0,0.0,1.0,0.391,0.75,7.17,7.0,0.381,8.0,0.417,1.417,1.0,7.17,0.349,15.0,0.396,1.28,0.884,0.24,5.27,1.17,8.23,1.66,27.1,16.94,5.31,1.0,0.62,1.92,7.57,3.95,1.35,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Austin Hedges,595978,135,70.0,38.0,19.0,8.0,0.0,8.0,80.0,15.0,1.0,43.0,5.0,0.191,225.0,0.256,0.333,0.589,0.0,1.0,1.0,3.0,984.0,247.0,75.0,29.0,98.0,1.0,1.0,0.254,0.58,28.12,20.0,0.25,5.0,0.318,0.768,0.45,20.5,0.22,9.0,0.283,0.698,0.415,0.185,1.74,1.23,5.81,0.58,31.0,15.32,2.03,0.0,0.67,3.33,11.61,3.48,1.03,1.0,0.0,18.0,0.056,1.0,0.105,0.161,0.056,1.0,False
Eric Hosmer,543333,135,107.0,141.0,53.0,20.0,1.0,15.0,90.0,32.0,2.0,118.0,2.0,0.282,419.0,0.333,0.442,0.775,1.0,0.0,0.0,9.0,1745.0,456.0,185.0,69.0,144.0,0.0,3.0,0.325,1.93,27.93,11.5,0.217,5.0,0.308,0.83,0.522,27.5,0.273,15.0,0.349,0.822,0.473,0.185,1.74,1.23,5.81,0.58,31.0,15.32,2.03,0.0,0.67,3.33,11.61,3.48,1.03,1.0,27.0,27.0,0.333,9.0,0.357,0.876,0.519,0.0,False
Fernando Tatis Jr.,665487,135,73.0,57.0,54.0,11.0,5.0,19.0,95.0,26.0,1.0,94.0,5.0,0.329,286.0,0.391,0.601,0.992,4.0,14.0,0.778,3.0,1223.0,320.0,172.0,45.0,93.0,0.0,3.0,0.429,1.33,15.05,9.67,0.31,9.0,0.375,0.996,0.621,13.0,0.292,19.0,0.338,0.892,0.554,0.185,1.74,1.23,5.81,0.58,31.0,15.32,2.03,0.0,0.67,3.33,11.61,3.48,1.03,1.0,0.0,5.0,0.6,3.0,0.714,1.314,0.6,1.0,True
Francisco Mejia,642336,135,49.0,29.0,13.0,5.0,1.0,4.0,36.0,8.0,1.0,31.0,3.0,0.223,139.0,0.278,0.36,0.638,0.0,0.0,0.0,4.0,568.0,151.0,50.0,13.0,61.0,0.0,1.0,0.27,0.66,34.75,0.0,0.235,4.0,0.235,0.47,0.235,20.0,0.25,10.0,0.318,0.743,0.425,0.185,1.74,1.23,5.81,0.58,31.0,15.32,2.03,0.0,0.67,3.33,11.61,3.48,1.03,1.0,0.0,3.0,0.333,1.0,0.333,0.666,0.333,0.0,False
Greg Garcia,594824,135,84.0,61.0,33.0,10.0,3.0,3.0,51.0,25.0,0.0,52.0,3.0,0.268,194.0,0.359,0.397,0.756,2.0,0.0,0.0,2.0,943.0,224.0,77.0,24.0,74.0,1.0,1.0,0.348,1.91,64.67,0.0,0.286,2.0,0.444,0.73,0.286,0.0,0.3,6.0,0.44,0.74,0.3,0.185,1.74,1.23,5.81,0.58,31.0,15.32,2.03,0.0,0.67,3.33,11.61,3.48,1.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
Hunter Renfroe,592669,135,99.0,63.0,49.0,15.0,1.0,30.0,100.0,29.0,1.0,77.0,1.0,0.237,325.0,0.297,0.566,0.863,0.0,4.0,1.0,4.0,1437.0,360.0,184.0,59.0,134.0,0.0,5.0,0.235,0.7,10.83,11.0,0.091,2.0,0.192,0.556,0.364,17.33,0.192,10.0,0.246,0.65,0.404,0.185,1.74,1.23,5.81,0.58,31.0,15.32,2.03,0.0,0.67,3.33,11.61,3.48,1.03,1.0,21.0,21.0,0.143,3.0,0.28,0.566,0.286,1.0,True
Ian Kinsler,435079,135,81.0,71.0,26.0,12.0,0.0,8.0,52.0,18.0,0.0,55.0,3.0,0.217,253.0,0.276,0.36,0.636,4.0,2.0,0.333,5.0,1062.0,275.0,91.0,20.0,91.0,0.0,1.0,0.242,0.93,31.62,0.0,0.267,4.0,0.313,0.58,0.267,0.0,0.171,6.0,0.25,0.421,0.171,0.185,1.74,1.23,5.81,0.58,31.0,15.32,2.03,0.0,0.67,3.33,11.61,3.48,1.03,1.0,10.0,10.0,0.2,2.0,0.333,0.833,0.5,1.0,False
