Name,ID,Team,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Christian Walker,572233,109,147.0,112.0,119.0,83.0,25.0,1.0,27.0,150.0,62.0,4.0,134.0,6.0,0.261,514.0,0.346,0.471,0.817,1.0,8.0,0.889,9.0,2339.0,583.0,242.0,67.0,231.0,0.0,1.0,0.317,0.94,19.04,12.0,0.375,9.0,0.483,1.191,0.708,26.0,0.231,12.0,0.322,0.726,0.404,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,6.0,0.5,3.0,0.5,1.5,1.0,0.0,True
Domingo Leyba,642736,109,18.0,3.0,6.0,4.0,2.0,1.0,0.0,7.0,2.0,0.0,6.0,0.0,0.286,21.0,0.333,0.476,0.81,0.0,0.0,0.0,0.0,99.0,24.0,10.0,5.0,6.0,0.0,1.0,0.4,0.5,0.0,0.0,0.273,3.0,0.308,0.853,0.545,0.0,0.278,5.0,0.333,0.833,0.5,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Eduardo Escobar,500871,109,154.0,130.0,205.0,94.0,29.0,10.0,35.0,126.0,47.0,2.0,167.0,3.0,0.27,618.0,0.32,0.519,0.839,1.0,5.0,0.833,8.0,2624.0,678.0,321.0,118.0,259.0,0.0,10.0,0.283,0.63,17.66,30.0,0.3,9.0,0.344,0.811,0.467,29.5,0.254,15.0,0.29,0.68,0.39,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,6.0,0.167,1.0,0.167,0.334,0.167,1.0,True
Ildemaro Vargas,545121,109,89.0,72.0,50.0,24.0,8.0,1.0,5.0,24.0,9.0,0.0,50.0,0.0,0.256,195.0,0.288,0.385,0.672,0.0,1.0,1.0,6.0,758.0,205.0,75.0,22.0,75.0,0.0,1.0,0.269,1.44,39.0,0.0,0.154,2.0,0.154,0.462,0.308,0.0,0.227,5.0,0.227,0.591,0.364,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Jake Lamb,571875,109,73.0,41.0,51.0,25.0,7.0,2.0,5.0,51.0,30.0,1.0,34.0,5.0,0.194,175.0,0.325,0.343,0.668,0.0,1.0,1.0,4.0,890.0,212.0,60.0,27.0,73.0,0.0,2.0,0.24,0.8,35.0,0.0,0.133,2.0,0.263,0.463,0.2,0.0,0.143,4.0,0.306,0.485,0.179,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,8.0,0.375,3.0,0.333,0.833,0.5,1.0,True
Jarrod Dyson,502481,109,126.0,112.0,106.0,63.0,10.0,2.0,7.0,82.0,44.0,0.0,91.0,2.0,0.235,388.0,0.314,0.325,0.639,4.0,30.0,0.882,1.0,1632.0,437.0,126.0,26.0,111.0,1.0,2.0,0.279,1.06,55.43,0.0,0.167,3.0,0.238,0.405,0.167,0.0,0.105,4.0,0.239,0.344,0.105,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,12.0,0.167,2.0,0.231,0.398,0.167,1.0,True
Josh Rojas,668942,109,36.0,28.0,28.0,14.0,7.0,0.0,2.0,34.0,14.0,0.0,28.0,1.0,0.237,118.0,0.323,0.347,0.671,1.0,4.0,0.8,2.0,546.0,133.0,41.0,16.0,50.0,0.0,0.0,0.317,1.0,59.0,0.0,0.259,7.0,0.355,0.725,0.37,0.0,0.212,11.0,0.317,0.605,0.288,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,2.0,0.5,1.0,0.667,1.167,0.5,1.0,True
Ketel Marte,606466,109,144.0,154.0,144.0,97.0,36.0,9.0,32.0,86.0,53.0,2.0,187.0,4.0,0.329,569.0,0.389,0.592,0.981,2.0,10.0,0.833,7.0,2402.0,628.0,337.0,92.0,192.0,0.0,2.0,0.342,1.07,17.78,0.0,0.318,7.0,0.375,0.875,0.5,13.5,0.407,22.0,0.458,1.254,0.796,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,6.0,0.0,0.0,0.143,0.143,0.0,1.0,False
Kevin Cron,605196,109,35.0,12.0,12.0,11.0,4.0,0.0,6.0,28.0,4.0,0.0,14.0,1.0,0.215,65.0,0.268,0.554,0.821,1.0,0.0,0.0,2.0,278.0,71.0,36.0,16.0,34.0,0.0,1.0,0.25,1.0,10.83,6.0,0.333,2.0,0.333,1.166,0.833,7.67,0.217,5.0,0.28,0.889,0.609,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Nick Ahmed,605113,109,153.0,167.0,133.0,77.0,31.0,6.0,19.0,108.0,51.0,2.0,138.0,4.0,0.259,533.0,0.322,0.447,0.768,2.0,8.0,0.8,14.0,2277.0,601.0,238.0,81.0,229.0,1.0,12.0,0.285,1.26,28.05,24.0,0.25,6.0,0.308,0.891,0.583,24.5,0.204,10.0,0.273,0.702,0.429,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,7.0,0.286,2.0,0.286,0.572,0.286,0.0,True
Tim Locastro,641796,109,86.0,48.0,61.0,36.0,10.0,2.0,1.0,41.0,14.0,0.0,47.0,21.0,0.241,195.0,0.355,0.328,0.683,0.0,16.0,1.0,1.0,915.0,232.0,64.0,15.0,87.0,1.0,1.0,0.299,0.79,195.0,0.0,0.071,1.0,0.235,0.378,0.143,0.0,0.138,4.0,0.306,0.513,0.207,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,2.0,0.5,1.0,0.667,1.167,0.5,0.0,False
Wilmer Flores,527038,109,85.0,63.0,83.0,29.0,16.0,0.0,8.0,28.0,15.0,0.0,78.0,4.0,0.311,251.0,0.358,0.47,0.828,0.0,0.0,0.0,9.0,1056.0,271.0,118.0,33.0,110.0,0.0,1.0,0.324,0.76,31.38,0.0,0.292,7.0,0.37,0.703,0.333,26.5,0.264,14.0,0.316,0.731,0.415,0.237,1.69,1.46,7.88,0.28,32.0,15.16,1.97,1.0,0.66,2.86,5.63,1.97,1.09,1.0,6.0,0.333,2.0,0.286,0.786,0.5,0.0,False
Andrew Knizner,668800,138,17.0,16.0,7.0,2.0,0.0,2.0,14.0,4.0,0.0,12.0,1.0,0.231,52.0,0.298,0.385,0.683,0.0,2.0,1.0,3.0,195.0,57.0,20.0,7.0,23.0,0.0,0.0,0.278,1.6,26.0,19.0,0.316,6.0,0.381,0.855,0.474,22.5,0.267,12.0,0.34,0.784,0.444,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Dexter Fowler,451594,138,145.0,111.0,116.0,65.0,24.0,1.0,17.0,133.0,69.0,1.0,113.0,8.0,0.241,468.0,0.346,0.406,0.752,5.0,8.0,0.615,6.0,2302.0,550.0,190.0,64.0,157.0,1.0,4.0,0.298,0.96,27.53,0.0,0.138,4.0,0.212,0.35,0.138,53.0,0.208,11.0,0.358,0.679,0.321,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,3.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Edmundo Sosa,624641,138,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2,5.0,0.333,0.2,0.533,0.0,1.0,1.0,0.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.25,2.0,0.0,0.0,0.2,1.0,0.333,0.533,0.2,0.0,0.2,1.0,0.333,0.533,0.2,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Harrison Bader,664056,138,123.0,70.0,84.0,52.0,14.0,3.0,11.0,109.0,44.0,4.0,68.0,9.0,0.207,328.0,0.316,0.369,0.685,3.0,11.0,0.786,3.0,1631.0,384.0,121.0,38.0,137.0,1.0,2.0,0.271,0.83,29.82,24.0,0.167,4.0,0.231,0.564,0.333,12.75,0.196,10.0,0.268,0.719,0.451,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Joe Hudson,621529,138,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Jose Martinez,500874,138,124.0,100.0,64.0,43.0,12.0,1.0,10.0,77.0,35.0,0.0,87.0,2.0,0.267,326.0,0.34,0.402,0.742,0.0,3.0,1.0,14.0,1528.0,365.0,131.0,40.0,126.0,0.0,2.0,0.32,1.56,32.6,0.0,0.286,2.0,0.286,0.857,0.571,0.0,0.267,4.0,0.421,0.821,0.4,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kolten Wong,543939,138,148.0,134.0,136.0,61.0,25.0,4.0,11.0,83.0,47.0,5.0,136.0,13.0,0.285,478.0,0.361,0.423,0.784,4.0,24.0,0.857,2.0,2012.0,549.0,202.0,59.0,200.0,6.0,5.0,0.321,0.99,43.46,0.0,0.308,8.0,0.333,0.641,0.308,57.0,0.281,16.0,0.311,0.679,0.368,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Marcell Ozuna,542303,138,126.0,123.0,120.0,79.0,23.0,1.0,29.0,110.0,58.0,2.0,114.0,1.0,0.245,466.0,0.329,0.485,0.814,2.0,12.0,0.857,18.0,2164.0,526.0,226.0,88.0,243.0,0.0,1.0,0.259,1.03,16.07,26.0,0.115,3.0,0.281,0.589,0.308,18.33,0.164,9.0,0.292,0.674,0.382,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,3.0,0.667,2.0,0.667,2.0,1.333,0.0,True
Matt Carpenter,572761,138,124.0,73.0,118.0,57.0,20.0,2.0,13.0,121.0,62.0,0.0,90.0,6.0,0.227,396.0,0.337,0.386,0.723,1.0,6.0,0.857,3.0,2079.0,470.0,153.0,42.0,142.0,1.0,5.0,0.288,0.62,30.46,18.0,0.278,5.0,0.409,0.965,0.556,32.0,0.344,11.0,0.45,1.044,0.594,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,2.0,0.0,0.0,0.333,0.333,0.0,1.0,False
Matt Wieters,446308,138,64.0,35.0,48.0,15.0,4.0,0.0,11.0,46.0,12.0,0.0,35.0,1.0,0.216,162.0,0.271,0.444,0.716,1.0,1.0,0.5,3.0,743.0,177.0,72.0,25.0,88.0,0.0,2.0,0.224,0.73,14.73,8.0,0.125,1.0,0.3,0.8,0.5,25.0,0.12,3.0,0.214,0.454,0.24,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Paul DeJong,657557,138,155.0,123.0,172.0,96.0,31.0,1.0,29.0,144.0,59.0,1.0,134.0,12.0,0.236,567.0,0.318,0.448,0.766,5.0,9.0,0.643,15.0,2481.0,644.0,254.0,77.0,247.0,0.0,6.0,0.263,0.72,19.55,12.0,0.167,4.0,0.286,0.744,0.458,18.0,0.148,8.0,0.246,0.598,0.352,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Paul Goldschmidt,502671,138,156.0,117.0,153.0,94.0,25.0,1.0,32.0,158.0,77.0,2.0,149.0,2.0,0.26,574.0,0.348,0.474,0.821,1.0,2.0,0.667,9.0,2786.0,658.0,272.0,94.0,213.0,0.0,3.0,0.302,0.76,17.94,24.0,0.292,7.0,0.438,1.021,0.583,16.0,0.271,13.0,0.419,1.023,0.604,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,2.0,0.5,1.0,0.667,2.667,2.0,0.0,True
Randy Arozarena,668227,138,15.0,4.0,3.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,0.214,14.0,0.353,0.286,0.639,1.0,1.0,0.5,0.0,77.0,17.0,4.0,1.0,7.0,0.0,0.0,0.3,1.33,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.214,3.0,0.353,0.639,0.286,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Rangel Ravelo,592660,138,25.0,12.0,4.0,3.0,2.0,0.0,2.0,10.0,1.0,0.0,8.0,0.0,0.235,34.0,0.257,0.471,0.728,0.0,0.0,0.0,1.0,131.0,35.0,16.0,6.0,13.0,0.0,0.0,0.273,3.0,17.0,9.0,0.222,2.0,0.222,0.778,0.556,9.5,0.368,7.0,0.368,1.157,0.789,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Tommy Edman,669242,138,87.0,75.0,81.0,55.0,16.0,6.0,11.0,56.0,14.0,0.0,90.0,5.0,0.298,302.0,0.34,0.5,0.84,1.0,14.0,0.933,3.0,1259.0,321.0,151.0,33.0,118.0,0.0,0.0,0.336,0.93,27.46,12.5,0.44,11.0,0.533,1.413,0.88,13.75,0.364,20.0,0.444,1.135,0.691,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,2.0,1.0,2.0,1.0,3.5,2.5,1.0,True
Tyler O'Neill,641933,138,57.0,19.0,32.0,17.0,6.0,0.0,5.0,50.0,8.0,0.0,37.0,0.0,0.268,138.0,0.308,0.42,0.729,0.0,1.0,1.0,3.0,584.0,146.0,58.0,16.0,66.0,0.0,0.0,0.386,0.59,27.6,0.0,0.25,1.0,0.25,0.75,0.5,0.0,0.227,5.0,0.32,0.593,0.273,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Yadier Molina,425877,138,109.0,115.0,129.0,44.0,23.0,0.0,10.0,53.0,20.0,0.0,108.0,4.0,0.27,400.0,0.308,0.403,0.71,0.0,5.0,1.0,14.0,1537.0,429.0,161.0,56.0,161.0,0.0,5.0,0.287,0.89,40.0,14.0,0.357,10.0,0.345,0.952,0.607,28.5,0.228,13.0,0.274,0.625,0.351,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,3.0,0.667,2.0,0.667,2.334,1.667,0.0,True
Yairo Munoz,622168,138,87.0,51.0,37.0,20.0,7.0,1.0,2.0,37.0,6.0,0.0,45.0,1.0,0.266,169.0,0.294,0.355,0.649,3.0,8.0,0.727,4.0,641.0,177.0,60.0,13.0,72.0,0.0,1.0,0.328,1.38,84.5,0.0,0.2,1.0,0.333,0.533,0.2,0.0,0.231,3.0,0.286,0.517,0.231,0.247,3.6,1.14,8.64,2.52,25.0,17.28,5.76,0.0,0.65,3.22,10.44,3.24,1.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
